City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,Fresnillo,23.17,-102.88,75.2,53,75,23.04,MX,2020-09-03 00:00:55
301,Constantine,36.37,6.61,64.4,82,40,5.82,DZ,2020-09-03 00:00:56
302,Vestmanna,62.16,-7.17,51.8,100,82,11.41,FO,2020-09-03 00:00:56
303,Kushmurun,52.45,64.63,55.87,62,90,18.5,KZ,2020-09-03 00:00:56
304,Syamzha,60.02,41.06,43.97,94,39,3.22,RU,2020-09-03 00:00:57
305,Verkhnevilyuysk,63.45,120.32,53.69,92,100,7.65,RU,2020-09-03 00:00:57
306,Kantunilkin,21.09,-87.45,87.01,70,97,10.0,MX,2020-09-03 00:00:57
307,Martapura,-3.42,114.85,77.0,94,40,5.82,ID,2020-09-03 00:00:58
308,Primorsk,46.73,36.34,73.96,48,0,9.55,UA,2020-09-03 00:00:58
309,Lesozavodsk,45.48,133.42,69.67,92,100,9.75,RU,2020-09-03 00:00:59
310,Antofagasta,-23.65,-70.4,55.4,82,20,10.29,CL,2020-09-03 00:00:17
311,Pisco,-13.7,-76.22,63.0,77,2,13.87,PE,2020-09-03 00:00:59
312,Chokwe,-24.53,32.98,58.82,82,0,3.47,MZ,2020-09-03 00:01:00
313,Namatanai,-3.67,152.43,85.5,65,1,3.29,PG,2020-09-03 00:01:01
314,Dubbo,-32.25,148.62,71.6,46,0,24.16,AU,2020-09-03 00:01:01
315,Esperance,-33.87,121.9,46.4,93,68,11.41,AU,2020-09-03 00:00:10
316,Hargeysa,9.56,44.06,71.1,61,17,21.54,SO,2020-09-03 00:01:02
317,Umkomaas,-30.21,30.8,64.0,74,16,1.99,ZA,2020-09-03 00:01:02
318,Independence,39.09,-94.42,82.4,51,1,4.7,US,2020-09-03 00:01:02
319,Kipini,-2.53,40.53,75.88,77,10,14.7,KE,2020-09-03 00:01:02
320,Ostrovnoy,68.05,39.51,50.32,79,100,17.98,RU,2020-09-03 00:01:03
321,Victoria,22.29,114.16,88.0,79,43,5.91,HK,2020-09-03 00:00:42
322,Abramovka,51.19,41.02,62.58,69,0,14.43,RU,2020-09-03 00:01:03
323,Nyaunglebin,17.95,96.73,76.15,93,40,1.83,MM,2020-09-03 00:01:04
324,Collie,-33.37,116.15,59.0,60,84,7.54,AU,2020-09-03 00:01:04
325,Inongo,-1.95,18.27,70.88,81,66,4.61,CD,2020-09-03 00:01:04
326,Nchelenge,-9.35,28.73,73.71,41,10,13.98,ZM,2020-09-03 00:01:05
327,Fairbanks,64.84,-147.72,57.2,62,40,2.33,US,2020-09-02 23:57:12
328,Jega,12.22,4.38,75.63,89,87,5.03,NG,2020-09-03 00:01:05
329,Sioux Lookout,50.1,-91.92,60.8,63,75,6.93,CA,2020-09-03 00:01:05
330,Sauk Rapids,45.59,-94.17,77.0,38,1,8.05,US,2020-09-03 00:01:06
331,Baillif,16.02,-61.75,78.8,94,90,3.36,GP,2020-09-03 00:01:06
332,Bijapur,16.83,75.7,75.65,82,100,8.41,IN,2020-09-03 00:01:07
333,Achinsk,56.27,90.5,58.5,91,100,12.84,RU,2020-09-02 23:57:17
334,Ixtapa,20.7,-105.2,89.6,66,75,6.93,MX,2020-09-02 23:58:34
335,Coquimbo,-29.95,-71.34,53.6,81,0,12.75,CL,2020-09-03 00:01:07
336,Lavrentiya,65.58,-171.0,41.31,74,100,7.78,RU,2020-09-03 00:01:08
337,Kargasok,59.06,80.86,52.47,97,100,14.14,RU,2020-09-03 00:01:08
338,Sitka,57.05,-135.33,53.6,93,90,6.93,US,2020-09-03 00:01:09
339,Morondava,-20.28,44.28,72.37,62,7,10.25,MG,2020-09-03 00:01:09
340,Parkes,-33.13,148.18,66.99,54,53,5.01,AU,2020-09-03 00:00:01
341,Kampot,10.62,104.18,78.8,88,40,8.72,KH,2020-09-03 00:01:09
342,Okato,-39.2,173.88,53.01,47,3,20.0,NZ,2020-09-03 00:01:10
343,Ken Caryl,39.58,-105.12,90.0,21,0,4.88,US,2020-09-03 00:01:10
344,Hambantota,6.12,81.12,79.81,80,94,13.73,LK,2020-09-03 00:01:11
345,Churapcha,62.0,132.43,56.98,74,18,4.88,RU,2020-09-03 00:01:11
346,Adrar,20.5,-10.07,86.79,44,93,10.0,MR,2020-09-03 00:01:12
347,Ornskoldsvik,63.29,18.72,44.6,100,90,4.7,SE,2020-09-03 00:01:12
348,Korla,41.76,86.15,73.99,77,46,4.9,CN,2020-09-03 00:01:12
349,Oranjestad,12.52,-70.03,84.2,79,40,11.41,AW,2020-09-03 00:01:13
350,Arroyo,41.61,-4.8,62.01,54,0,9.17,ES,2020-09-03 00:01:13
351,San Luis,-33.3,-66.34,49.93,48,0,10.45,AR,2020-09-03 00:01:05
352,Burns Lake,54.23,-125.75,59.9,49,100,7.09,CA,2020-09-03 00:00:05
353,Seaham,54.84,-1.35,57.99,93,99,4.0,GB,2020-09-03 00:01:14
354,Ayan,56.45,138.17,52.68,90,99,3.94,RU,2020-09-03 00:01:14
355,Riviere-Au-Renard,49.0,-64.4,64.4,68,75,11.41,CA,2020-09-03 00:01:14
356,Ekibastuz,51.67,75.37,70.23,36,0,14.09,KZ,2020-09-03 00:01:15
357,Praia Da Vitoria,38.73,-27.07,72.0,83,20,5.48,PT,2020-09-03 00:01:15
358,Vicam,27.63,-110.28,96.01,55,40,16.11,MX,2020-09-03 00:01:15
359,Gimli,50.63,-96.99,57.0,99,100,5.28,CA,2020-09-03 00:01:15
360,Cayenne,4.93,-52.33,80.6,78,1,4.7,GF,2020-09-03 00:01:16
361,Kaspiyskiy,45.39,47.37,72.9,50,0,5.28,RU,2020-09-03 00:01:16
362,Provost,52.35,-110.27,59.47,53,58,19.57,CA,2020-09-03 00:01:17
363,Saint Anthony,45.02,-93.22,80.6,29,1,8.05,US,2020-09-03 00:01:17
364,Inyonga,-6.72,32.07,61.23,51,5,4.45,TZ,2020-09-03 00:01:17
365,Waipawa,-41.41,175.52,53.01,61,2,16.11,NZ,2020-09-03 00:01:17
366,That Phanom,16.94,104.71,78.96,87,32,2.44,TH,2020-09-03 00:01:18
367,Teknaf,20.86,92.31,77.54,85,34,3.47,BD,2020-09-03 00:01:18
368,Duncan,34.5,-97.96,82.4,69,75,10.29,US,2020-09-03 00:00:09
369,Okitipupa,6.5,4.78,72.77,98,98,2.15,NG,2020-09-03 00:01:19
370,Laplace,30.07,-90.48,91.4,59,90,3.36,US,2020-09-03 00:01:19
371,Christchurch,-43.53,172.63,57.0,50,0,3.36,NZ,2020-09-02 23:58:17
372,Tromso,69.65,18.96,50.0,87,75,17.22,NO,2020-09-03 00:01:20
373,Ler,8.3,30.14,71.64,93,98,4.23,SS,2020-09-03 00:01:20
374,Conde,-7.26,-34.91,73.4,94,75,8.05,BR,2020-09-03 00:01:21
375,Kismayo,-0.36,42.55,76.01,75,6,12.33,SO,2020-09-03 00:01:21
376,Sompeta,18.93,84.6,81.07,78,100,2.66,IN,2020-09-03 00:01:21
377,Shimoda,34.67,138.95,80.6,94,75,8.05,JP,2020-09-03 00:01:21
378,Arlit,18.74,7.39,94.39,29,17,9.86,NE,2020-09-03 00:01:22
379,Santa Fe,-31.63,-60.7,50.0,90,95,13.0,AR,2020-09-02 23:57:28
380,Calama,-22.47,-68.93,59.0,8,0,14.99,CL,2020-09-03 00:00:38
381,Salinopolis,-0.61,-47.36,79.61,82,3,13.15,BR,2020-09-03 00:01:23
382,Tautira,-17.73,-149.15,86.0,62,40,9.17,PF,2020-09-03 00:01:23
383,Ulaangom,49.98,92.07,57.15,61,0,2.84,MN,2020-09-03 00:01:23
384,Bethel,41.37,-73.41,73.99,96,93,5.28,US,2020-09-03 00:01:23
385,Bacolod,10.67,122.95,83.14,74,97,1.14,PH,2020-09-03 00:01:24
386,Zaraza,9.35,-65.32,73.08,97,100,7.18,VE,2020-09-03 00:01:06
387,Tabou,4.42,-7.35,75.0,89,42,7.43,CI,2020-09-03 00:01:24
388,Narsaq,60.92,-46.05,46.4,45,12,2.24,GL,2020-09-03 00:01:25
389,Husavik,66.04,-17.34,42.8,87,75,10.29,IS,2020-09-03 00:01:25
390,Inhambane,-23.86,35.38,63.82,71,72,7.85,MZ,2020-09-03 00:01:26
391,Salinas,36.68,-121.66,70.0,60,1,14.99,US,2020-09-02 23:57:27
392,Quibdo,5.69,-76.66,84.2,74,40,5.82,CO,2020-09-03 00:01:26
393,Agua Verde,22.9,-106.05,87.01,74,40,10.29,MX,2020-09-03 00:01:27
394,Fort Morgan,40.25,-103.8,91.4,10,1,6.93,US,2020-09-03 00:01:27
395,Marawi,8.0,124.29,79.0,81,78,4.0,PH,2020-09-03 00:01:28
396,Shubarshi,48.59,57.19,69.33,73,0,10.36,KZ,2020-09-03 00:01:28
397,Skibotn,69.39,20.27,50.0,87,75,17.22,NO,2020-09-03 00:01:29
398,Kusa,55.34,59.44,40.41,88,75,4.81,RU,2020-09-03 00:01:29
399,La Palma,33.85,-118.05,82.99,48,1,6.93,US,2020-09-02 23:59:24
400,Dubrovnik,42.65,18.09,66.2,68,44,3.36,HR,2020-09-02 23:57:36
401,Poum,-20.23,164.02,70.5,62,5,8.08,NC,2020-09-03 00:01:30
402,Chuy,-33.7,-53.46,61.32,96,100,14.61,UY,2020-09-03 00:01:30
403,Vilyuysk,63.76,121.62,54.05,83,100,7.0,RU,2020-09-03 00:01:31
404,Ferrol,43.48,-8.24,64.0,93,0,2.24,ES,2020-09-03 00:01:31
405,Coihaique,-45.58,-72.07,44.6,70,75,5.82,CL,2020-09-03 00:01:31
406,Szentgotthard,46.95,16.27,55.99,97,1,1.92,HU,2020-09-03 00:00:21
407,Hay River,60.82,-115.8,57.2,58,40,9.17,CA,2020-09-03 00:01:32
408,Elesbao Veloso,-6.2,-42.14,80.51,28,0,7.65,BR,2020-09-03 00:01:32
409,Uyuni,-20.46,-66.83,44.82,33,0,18.32,BO,2020-09-03 00:01:32
410,Banyo,6.75,11.82,66.13,92,60,1.28,CM,2020-09-03 00:01:33
411,La Ronge,55.1,-105.28,59.0,51,75,18.34,CA,2020-09-03 00:01:33
412,Nagar Karnul,16.48,78.32,74.48,90,100,5.03,IN,2020-09-03 00:01:34
413,Cadolzburg,49.46,10.85,50.0,100,14,6.93,DE,2020-09-03 00:01:34
414,Torbay,47.67,-52.73,57.99,71,40,10.29,CA,2020-09-02 23:56:48
415,Tessalit,20.2,1.01,92.79,36,19,14.03,ML,2020-09-03 00:01:34
416,Yendi,9.44,-0.01,70.72,94,99,3.96,GH,2020-09-03 00:01:35
417,Turukhansk,65.82,87.98,48.07,79,42,4.03,RU,2020-09-03 00:01:35
418,Petilia Policastro,39.11,16.79,73.4,78,56,3.36,IT,2020-09-03 00:01:35
419,Abha,18.22,42.51,66.2,82,63,10.69,SA,2020-09-03 00:01:36
420,Sorland,67.67,12.69,57.0,71,89,20.67,NO,2020-09-03 00:01:36
421,Kavieng,-2.57,150.8,84.51,66,67,5.46,PG,2020-09-03 00:01:37
422,Yarada,17.65,83.27,78.8,100,75,2.24,IN,2020-09-03 00:01:38
423,Puerto Quijarro,-17.78,-57.77,77.23,39,5,4.65,BO,2020-09-03 00:01:38
424,Riyadh,24.69,46.72,89.6,25,21,3.36,SA,2020-09-02 23:59:19
425,Veraval,20.9,70.37,79.23,85,100,7.16,IN,2020-09-03 00:01:38
426,Porto Novo,6.5,2.6,75.61,89,70,8.7,BJ,2020-09-03 00:01:39
427,Chokurdakh,70.63,147.92,42.6,66,78,10.42,RU,2020-09-03 00:01:39
428,Iqaluit,63.75,-68.51,41.0,93,90,11.41,CA,2020-09-03 00:00:11
429,Little Current,45.98,-81.92,68.0,60,75,11.41,CA,2020-09-03 00:01:39
430,Sao Jose Da Coroa Grande,-8.9,-35.15,73.38,79,43,10.18,BR,2020-09-03 00:01:40
431,Torremolinos,36.62,-4.5,73.0,73,0,4.7,ES,2020-09-03 00:00:51
432,Usinsk,65.99,57.53,38.39,86,31,14.2,RU,2020-09-03 00:01:40
433,Pirgos,35.12,25.72,82.0,40,0,5.01,GR,2020-09-03 00:01:41
434,Leirvik,59.78,5.5,60.01,71,33,3.0,NO,2020-09-03 00:01:41
435,Aquiraz,-3.9,-38.39,78.8,78,10,12.75,BR,2020-09-03 00:01:41
436,Palu,-0.89,119.87,78.1,78,96,3.11,ID,2020-09-03 00:01:42
437,Iralaya,15.0,-83.23,79.99,82,100,7.43,HN,2020-09-03 00:01:42
438,Smithers,54.78,-127.17,59.0,67,90,3.36,CA,2020-09-03 00:01:42
439,Paita,-5.09,-81.11,62.31,80,0,19.64,PE,2020-09-03 00:01:42
440,Auki,-8.77,160.7,86.49,66,20,7.11,SB,2020-09-03 00:01:43
441,Severodvinsk,64.56,39.83,39.2,100,67,2.24,RU,2020-09-03 00:01:43
442,Natal,-5.79,-35.21,75.2,83,20,11.41,BR,2020-09-02 23:58:31
443,Corner Brook,48.97,-57.95,60.8,72,75,12.75,CA,2020-09-03 00:01:44
444,Pingliang,35.54,106.69,63.25,41,9,1.52,CN,2020-09-03 00:01:44
445,Samarai,-10.62,150.67,78.31,87,82,18.52,PG,2020-09-03 00:01:44
446,Kerrville,30.05,-99.14,82.99,74,40,6.93,US,2020-09-02 23:57:18
447,Zaltan,32.95,11.87,79.48,82,91,16.46,LY,2020-09-03 00:01:45
448,Liwale,-9.77,37.93,66.56,84,68,2.77,TZ,2020-09-03 00:01:45
449,Mollendo,-17.02,-72.01,58.33,84,97,9.06,PE,2020-09-03 00:01:45
450,Iguape,-24.71,-47.56,67.71,94,22,9.62,BR,2020-09-03 00:01:37
451,Balkanabat,39.51,54.37,76.59,21,0,3.98,TM,2020-09-03 00:01:46
452,Kushalgarh,23.2,74.45,76.5,88,97,4.03,IN,2020-09-03 00:01:46
453,Lai,9.4,16.3,73.04,92,100,3.13,TD,2020-09-03 00:01:47
454,Uttaradit,17.67,100.5,74.28,95,77,2.1,TH,2020-09-03 00:01:47
455,Buin,-33.73,-70.75,55.4,62,4,9.17,CL,2020-09-03 00:01:47
456,Petropavlovsk-Kamchatskiy,53.05,158.65,60.8,82,75,6.71,RU,2020-09-03 00:01:47
457,Nouadhibou,20.93,-17.03,73.4,78,0,6.93,MR,2020-09-03 00:01:48
458,Ushtobe,45.25,77.98,70.47,30,45,3.98,KZ,2020-09-03 00:01:48
459,Kizilskoye,52.73,58.89,50.49,74,40,12.15,RU,2020-09-03 00:01:48
460,Brae,60.4,-1.35,55.4,93,98,18.34,GB,2020-09-03 00:01:49
461,Puerto Escondido,15.85,-97.07,84.2,62,20,5.82,MX,2020-09-03 00:01:49
462,Haines Junction,60.75,-137.51,52.93,57,99,5.53,CA,2020-09-03 00:01:49
463,Nongpoh,25.9,91.88,80.6,100,75,2.91,IN,2020-09-03 00:01:50
464,Dingle,11.0,122.67,82.44,81,87,1.3,PH,2020-09-03 00:01:50
465,Yantai,37.53,121.4,74.28,65,0,20.8,CN,2020-09-03 00:01:50
466,Lasa,46.62,10.7,51.01,93,5,3.36,IT,2020-09-03 00:01:51
467,Bengkulu,-3.8,102.27,76.8,89,96,8.3,ID,2020-09-02 23:57:59
468,Marzuq,14.4,46.47,82.33,43,20,5.21,YE,2020-09-03 00:01:51
469,Yerbogachen,61.28,108.01,51.66,86,78,11.45,RU,2020-09-03 00:01:51
470,Cozumel,20.51,-86.95,86.0,70,75,12.75,MX,2020-09-02 23:58:47
471,Corinth,37.94,22.96,75.0,49,0,1.01,GR,2020-09-03 00:01:52
472,Netivot,31.42,34.59,80.01,75,0,1.01,IL,2020-09-03 00:01:52
473,Juba,4.85,31.58,70.03,95,59,2.21,SS,2020-09-03 00:01:53
474,Lhokseumawe,5.18,97.15,77.65,79,100,3.98,ID,2020-09-03 00:01:53
475,Mareeba,-17.0,145.43,81.0,65,90,11.41,AU,2020-09-03 00:01:53
476,Abu Samrah,35.3,37.18,77.52,62,8,5.41,SY,2020-09-03 00:01:54
477,Canon City,38.44,-105.24,89.6,17,1,10.29,US,2020-09-03 00:01:54
478,Moose Factory,51.26,-80.61,59.0,93,90,8.05,CA,2020-09-03 00:01:54
479,Methoni,36.82,21.7,78.01,68,0,5.82,GR,2020-09-03 00:01:55
480,Ampanihy,-24.7,44.75,54.03,76,0,9.31,MG,2020-09-03 00:01:55
481,Thohoyandou,-22.95,30.48,53.38,95,21,1.9,ZA,2020-09-03 00:01:55
482,Kaohsiung,22.62,120.31,82.99,83,75,5.82,TW,2020-09-03 00:01:56
483,Pochutla,15.74,-96.47,87.01,66,20,13.87,MX,2020-09-03 00:01:56
484,Quang Ngai,15.12,108.8,79.43,84,90,3.78,VN,2020-09-03 00:01:57
485,Gamba,-2.65,10.0,72.9,89,100,5.37,GA,2020-09-03 00:01:57
486,Janossomorja,47.79,17.14,57.99,89,18,1.05,HU,2020-09-03 00:01:57
487,Sarangani,5.4,125.46,84.87,71,99,10.4,PH,2020-09-03 00:01:58
488,Talen,23.57,76.72,76.1,86,100,3.04,IN,2020-09-03 00:01:58
489,Sahuaripa,29.05,-109.23,90.5,52,2,3.29,MX,2020-09-03 00:01:58
490,Juneau,58.3,-134.42,54.0,87,90,14.99,US,2020-09-03 00:00:29
491,Teius,46.2,23.68,62.6,87,63,3.36,RO,2020-09-03 00:01:59
492,Rawah,34.48,41.91,90.88,14,0,15.37,IQ,2020-09-03 00:01:59
493,Imperia,43.97,7.78,70.0,64,20,2.24,IT,2020-09-03 00:02:00
494,Gillette,44.29,-105.5,91.4,6,1,27.51,US,2020-09-03 00:02:00
495,Sanmenxia,34.77,111.18,70.48,40,0,2.53,CN,2020-09-03 00:02:00
496,Tura,25.52,90.22,73.09,95,10,3.33,IN,2020-09-03 00:02:00
497,Altamira,-3.2,-52.21,83.21,49,27,2.75,BR,2020-09-03 00:01:12
498,Sorgun,39.81,35.19,65.57,31,0,4.27,TR,2020-09-03 00:02:01
499,Bilibino,68.05,166.44,41.54,64,36,11.16,RU,2020-09-03 00:02:01
500,Te Anau,-45.42,167.72,51.46,61,14,1.88,NZ,2020-09-03 00:02:02
501,Kutulik,53.35,102.78,52.93,92,98,6.13,RU,2020-09-03 00:02:02
502,Aksu,41.12,80.26,73.89,26,75,2.04,CN,2020-09-03 00:02:02
503,Luwuk,-0.95,122.79,82.09,71,66,5.57,ID,2020-09-03 00:02:03
504,Qaqortoq,60.72,-46.03,46.4,45,11,2.24,GL,2020-09-03 00:02:03
505,Honiara,-9.43,159.95,91.4,63,40,2.24,SB,2020-09-02 23:59:20
506,Ransang,8.96,117.58,82.67,73,79,2.01,PH,2020-09-03 00:02:03
507,Tartus,34.89,35.89,78.8,83,2,4.7,SY,2020-09-03 00:02:04
508,Klaksvik,62.23,-6.59,51.8,100,77,11.41,FO,2020-09-03 00:02:04
509,Sverdlovskiy,55.91,38.15,59.0,87,2,6.71,RU,2020-09-03 00:02:04
510,Swindon,51.56,-1.78,61.0,93,90,13.87,GB,2020-09-03 00:01:23
511,Beringovskiy,63.05,179.32,47.97,60,9,6.96,RU,2020-09-03 00:02:05
512,Marsa Matruh,31.35,27.25,78.8,78,0,5.82,EG,2020-09-03 00:02:05
513,Faya,18.39,42.45,66.2,82,51,8.37,SA,2020-09-03 00:02:05
514,Turangi,-39.0,175.93,55.0,36,0,5.99,NZ,2020-09-03 00:02:06
515,Chapais,49.78,-74.85,55.4,93,90,6.93,CA,2020-09-03 00:02:06
516,Lubango,-14.92,13.49,65.41,44,23,1.28,AO,2020-09-03 00:02:06
517,Kursumlija,43.15,21.27,59.0,77,41,2.24,RS,2020-09-03 00:02:07
518,Gravdal,68.12,13.5,56.08,69,83,13.96,NO,2020-09-03 00:02:07
519,Margate,51.38,1.39,61.0,79,100,3.0,GB,2020-09-03 00:02:08
520,Portree,57.41,-6.19,57.0,91,74,15.99,GB,2020-09-03 00:02:08
521,Kawalu,-7.38,108.21,73.04,83,81,0.81,ID,2020-09-03 00:02:08
522,Grindavik,63.84,-22.43,46.4,87,75,19.46,IS,2020-09-03 00:02:09
523,Verkhoyansk,67.54,133.38,54.03,46,49,3.0,RU,2020-09-03 00:02:09
524,Ponnani,10.77,75.93,73.4,100,75,3.36,IN,2020-09-02 23:59:54
525,Kapoeta,4.77,33.59,75.45,54,18,3.15,SS,2020-09-03 00:02:10
526,Susangerd,31.56,48.18,93.2,26,0,2.24,IR,2020-09-03 00:02:10
527,Corrales,35.24,-106.61,88.0,11,1,6.93,US,2020-09-03 00:02:10
528,Japura,-0.32,102.35,74.34,95,93,2.51,ID,2020-09-03 00:02:10
529,Taoudenni,22.68,-3.98,96.49,25,53,10.69,ML,2020-09-03 00:02:11
530,Nizhniy Bestyakh,61.96,129.91,46.4,93,90,2.24,RU,2020-09-03 00:02:11
531,Buala,-8.14,159.59,85.05,73,15,9.62,SB,2020-09-03 00:02:11
532,Kamenka,51.32,42.77,61.0,68,0,13.2,RU,2020-09-03 00:02:12
533,Bagan,54.1,77.66,66.2,65,5,16.89,RU,2020-09-03 00:02:12
534,Solnechnyy,50.72,136.63,68.54,73,94,2.37,RU,2020-09-03 00:02:12
535,Roma,43.21,-75.46,75.2,83,90,8.05,US,2020-09-03 00:02:13
536,Danjiangkou,32.54,111.51,72.61,52,0,7.16,CN,2020-09-02 23:59:36
537,Rocha,-34.48,-54.33,61.18,95,100,12.37,UY,2020-09-03 00:02:13
538,Point Pedro,9.82,80.23,81.79,79,91,16.82,LK,2020-09-03 00:02:14
539,Nha Trang,12.25,109.18,84.2,83,40,2.24,VN,2020-09-03 00:02:06
540,Vaasa,63.1,21.62,53.01,87,0,3.36,FI,2020-09-03 00:02:14
541,Casma,-41.01,-73.12,50.0,76,99,3.36,CL,2020-09-03 00:02:15
542,San Carlos De Bariloche,-41.15,-71.31,42.8,75,75,13.87,AR,2020-09-03 00:00:46
543,Gazli,40.13,63.45,73.35,22,0,9.86,UZ,2020-09-03 00:02:15
544,Kirakira,-10.45,161.92,82.76,78,31,15.35,SB,2020-09-03 00:02:15
545,Gusau,12.16,6.66,72.1,90,94,5.84,NG,2020-09-03 00:02:16
546,Menomonie,44.88,-91.92,73.99,40,1,5.82,US,2020-09-03 00:02:16
547,Chik,54.99,82.43,68.0,68,41,13.42,RU,2020-09-03 00:02:16
548,Ketchikan,55.34,-131.65,55.4,93,90,11.41,US,2020-09-03 00:02:17
549,Safford,32.83,-109.71,98.6,19,1,16.11,US,2020-09-03 00:02:17
550,Caldwell,43.66,-116.69,93.2,21,1,4.7,US,2020-09-03 00:01:54
551,Mweka,-4.85,21.57,72.75,82,82,1.19,CD,2020-09-03 00:02:18
552,Anloga,5.79,0.9,77.0,88,40,11.41,GH,2020-09-03 00:02:20
553,Hailey,43.52,-114.32,87.8,14,5,12.75,US,2020-09-02 23:59:02
554,Peru,40.75,-86.07,78.8,69,1,9.17,US,2020-09-03 00:02:20
555,Nhulunbuy,-12.23,136.77,80.6,69,40,14.99,AU,2020-09-03 00:02:20
556,Naze,28.37,129.48,84.2,83,75,6.93,JP,2020-09-03 00:02:14
557,Manggar,-2.88,108.27,79.12,87,100,14.54,ID,2020-09-03 00:02:21
